id,text,label,pos
,intercept,O,VB
,incoming,B-information,VBG
,SMS,I-information,NNP
,messages,I-information,NNS
,.,O,.
Sentence: 3476,Riltok,B-software,NNP
,can,O,MD
,retrieve,O,VB
,a,O,DT
,list,O,NN
,of,O,IN
,installed,B-application,JJ
,applications,I-application,NNS
,.,O,.
Sentence: 3477,Installed,O,VBN
,application,O,NN
,names,O,NNS
,are,O,VBP
,then,O,RB
,checked,O,VBN
,against,O,IN
,an,O,DT
,adversary-defined,O,JJ
,list,O,NN
,of,O,IN
,targeted,B-application,JJ
,applications,I-application,NNS
,.,O,.
Sentence: 3478,Riltok,B-software,NNP
,can,O,MD
,query,O,VB
,various,O,JJ
,details,O,NNS
,about,O,IN
,the,B-device,DT
,device,I-device,NN
,",",O,","
,including,O,VBG
,phone,O,NN
,number,O,NN
,",",O,","
,country,O,NN
,",",O,","
,mobile,O,NN
,operator,O,NN
,",",O,","
,model,O,NN
,",",O,","
,root,O,JJ
,availability,O,NN
,",",O,","
,and,O,CC
,operating,O,VBG
,system,O,NN
,version,O,NN
,.,O,.
Sentence: 3479,APT12,O,NNP
,has,O,VBZ
,used,O,VBN
,RIPTIDE,B-software,NNP
,",",O,","
,a,B-software,DT
,RAT,I-software,NNP
,that,O,WDT
,uses,O,VBZ
,HTTP,B-tool,NNP
,to,O,TO
,communicate,O,VB
,.,O,.
Sentence: 3480,APT12,O,NNP
,has,O,VBZ
,used,O,VBN
,the,O,DT
,RIPTIDE,O,NNP
,RAT,O,NNP
,",",O,","
,which,O,WDT
,communicates,O,VBZ
,over,O,IN
,HTTP,B-tool,NNP
,with,O,IN
,a,B-information,DT
,payload,I-information,NN
,encrypted,O,VBN
,with,O,IN
,RC4,B-tool,NNP
,.,O,.
Sentence: 3481,Rising,B-software,VBG
,Sun,I-software,NNP
,has,O,VBZ
,used,O,VBN
,HTTP,B-tool,NNP
,for,O,IN
,command,O,NN
,and,O,CC
,control,O,NN
,.,O,.
Sentence: 3482,Rising,B-software,VBG
,Sun,I-software,NNP
,can,O,MD
,archive,O,VB
,data,B-information,NNS
,using,O,VBG
,RC4,B-tool,NNP
,encryption,I-tool,NN
,and,O,CC
,Base64,B-tool,NNP
,encoding,I-tool,VBG
,prior,O,RB
,to,O,TO
,exfiltration,O,NN
,.,O,.
Sentence: 3483,Rising,B-software,VBG
,Sun,I-software,NNP
,executed,O,VBD
,commands,B-tool,NNS
,using,O,VBG
,cmd.exe,B-tool,NN
,.,O,.
Sentence: 3484,Rising,B-software,VBG
,Sun,I-software,NNP
,decrypted,O,VBD
,itself,O,PRP
,using,O,VBG
,a,O,DT
,single-byte,O,JJ
,XOR,O,NN
,scheme,O,NN
,.,O,.
Sentence: 3485,Rising,B-software,VBG
,Sun,I-software,NNP
,can,O,MD
,send,O,VB
,data,B-information,NNS
,gathered,O,VBN
,from,O,IN
,the,B-device,DT
,infected,I-device,JJ
,machine,I-device,NN
,via,O,IN
,HTTP,B-tool,NNP
,POST,I-tool,NNP
,request,I-tool,NN
,to,O,TO
,the,B-device,DT
,C2,I-device,NNP
,.,O,.
Sentence: 3486,Rising,B-software,VBG
,Sun,I-software,NNP
,can,O,MD
,enumerate,O,VB
,information,B-information,NN
,about,O,IN
,files,B-file,NNS
,from,O,IN
,the,B-application,DT
,infected,I-application,JJ
,system,I-application,NN
,",",O,","
,including,O,VBG
,file,O,NN
,size,O,NN
,",",O,","
,attributes,O,VBZ
,",",O,","
,creation,O,NN
,time,O,NN
,",",O,","
,last,O,JJ
,access,O,NN
,time,O,NN
,",",O,","
,and,O,CC
,write,O,JJ
,time,O,NN
,.,O,.
Sentence: 3487,Rising,B-software,VBG
,Sun,I-software,NNP
,can,O,MD
,enumerate,O,VB
,the,O,DT
,compilation,O,NN
,timestamp,O,NN
,of,O,IN
,Windows,B-file,NNP
,executable,I-file,JJ
,files,I-file,NNS
,.,O,.
Sentence: 3488,Rising,B-software,VBG
,Sun,I-software,NNP
,can,O,MD
,delete,O,VB
,files,B-file,NNS
,specified,O,VBN
,by,O,IN
,the,B-device,DT
,C2,I-device,NNP
,.,O,.
Sentence: 3489,Rising,B-software,VBG
,Sun,I-software,NNP
,used,O,VBD
,dynamic,B-tool,JJ
,API,I-tool,NNP
,resolutions,I-tool,NNS
,to,O,TO
,various,B-tool,JJ
,Windows,I-tool,NNP
,APIs,I-tool,NNP
,by,O,IN
,leveraging,O,VBG
,LoadLibrary(),B-tool,NNP
,and,O,CC
,GetProcAddress(),B-tool,NNP
,.,O,.
Sentence: 3490,Rising,B-software,VBG
,Sun,I-software,NNP
,can,O,MD
,enumerate,O,VB
,all,B-tool,DT
,running,I-tool,NN
,processes,I-tool,NNS
,and,O,CC
,process,B-information,NN
,information,I-information,NN
,on,O,IN
,an,B-device,DT
,infected,I-device,JJ
,machine,I-device,NN
,.,O,.
Sentence: 3491,Rising,B-software,VBG
,Sun,I-software,NNP
,can,O,MD
,detect,O,VB
,the,O,DT
,computer,O,NN
,name,O,NN
,",",O,","
,operating,O,VBG
,system,O,NN
,",",O,","
,and,O,CC
,other,B-information,JJ
,native,I-information,JJ
,system,I-information,NN
,information,I-information,NN
,.,O,.
Sentence: 3492,ROADTools,B-software,NNP
,automatically,O,RB
,gathers,O,NNS
,data,B-information,NNS
,from,O,IN
,Azure,O,NNP
,AD,O,NNP
,environments,O,NNS
,using,O,VBG
,the,B-tool,DT
,Azure,I-tool,NNP
,Graph,I-tool,NNP
,API,I-tool,NNP
,.,O,.
Sentence: 3493,ROADTools,B-software,NNS
,can,O,MD
,enumerate,O,VB
,Azure,B-application,NNP
,AD,I-application,NNP
,applications,I-application,NNS
,and,O,CC
,service,O,NN
,principals,O,NNS
,.,O,.
Sentence: 3494,ROADTools,B-software,NNS
,can,O,MD
,enumerate,O,VB
,Azure,B-application,NNP
,AD,I-application,NNP
,systems,I-application,NNS
,and,O,CC
,devices,B-device,NNS
,.,O,.
Sentence: 3495,RobbinHood,B-software,NNP
,deletes,O,VBZ
,shadow,O,JJ
,copies,O,NNS
,to,O,TO
,ensure,O,VB
,that,O,IN
,all,B-information,PDT
,the,I-information,DT
,data,I-information,NNS
,cannot,O,NN
,be,O,VB
,restored,O,VBN
,easily,O,RB
,.,O,.
Sentence: 3496,RogueRobin,B-software,NNP
,establishes,O,NNS
,persistence,O,NN
,by,O,IN
,creating,O,VBG
,a,O,DT
,shortcut,O,NN
,in,O,IN
,the,B-file,DT
,Windows,I-file,NNP
,startup,I-file,NN
,folder,I-file,NN
,to,O,TO
,run,O,VB
,a,B-information,DT
,script,I-information,NN
,each,O,DT
,time,O,NN
,the,B-application,DT
,user,I-application,JJ
,logs,O,NNS
,in,O,IN
,.,O,.
Sentence: 3497,RogueRobin,B-software,NNP
,can,O,MD
,save,O,VB
,a,B-file,DT
,new,I-file,JJ
,file,I-file,NN
,to,O,TO
,the,B-application,DT
,system,I-application,NN
,from,O,IN
,the,B-device,DT
,C2,I-device,NNP
,server,I-device,NN
,.,O,.
Sentence: 3498,The,B-information,DT
,PowerShell,I-information,NNP
,script,I-information,NN
,with,O,IN
,the,B-information,DT
,RogueRobin,I-information,NNP
,payload,I-information,NN
,was,O,VBD
,obfuscated,O,VBN
,using,O,VBG
,the,O,DT
,COMPRESS,O,NNP
,technique,O,NN
,in,O,IN
,Invoke-Obfuscation,O,NNP
,.,O,.
Sentence: 3499,RogueRobin,B-software,NNP
,checks,O,VBZ
,the,B-tool,DT
,running,I-tool,NN
,processes,I-tool,VBZ
,for,O,IN
,evidence,O,NN
,it,O,PRP
,may,O,MD
,be,O,VB
,running,O,VBG
,in,O,IN
,a,O,DT
,sandbox,O,NN
,environment,O,NN
,.,O,.
Sentence: 3500,It,O,PRP
,specifically,O,RB
,enumerates,O,VBZ
,processes,B-tool,NNS
,for,O,IN
,Wireshark,B-application,NNP
,and,O,CC
,Sysinternals,B-application,NNP
,.,O,.
Sentence: 3501,RogueRobin,B-software,NNP
,has,O,VBZ
,a,B-tool,DT
,command,I-tool,NN
,named,O,VBN
,$screenshot,O,IN
,that,O,DT
,may,O,MD
,be,O,VB
,responsible,O,JJ
,for,O,IN
,taking,O,VBG
,screenshots,O,NNS
,of,O,IN
,the,B-device,DT
,victim,I-device,NN
,machine,I-device,NN
,.,O,.
Sentence: 3502,RogueRobin,B-software,NNP
,enumerates,O,VBZ
,running,B-tool,VBG
,processes,I-tool,NNS
,to,O,TO
,search,O,VB
,for,O,IN
,Wireshark,B-application,NNP
,and,O,CC
,Windows,O,NNP
,Sysinternals,O,NNP
,suite,O,NN
,.,O,.
Sentence: 3503,RogueRobin,B-software,NNP
,gathers,O,VBZ
,the,B-information,DT
,IP,I-information,NNP
,address,I-information,NN
,and,O,CC
,domain,B-information,NN
,from,O,IN
,the,B-application,DT
,victim,I-application,NN
,’s,O,NNP
,machine,B-device,NN
,.,O,.
Sentence: 3504,RogueRobin,B-software,NNP
,uses,O,VBZ
,WMI,B-tool,NNP
,to,O,TO
,check,O,VB
,BIOS,O,NNP
,version,O,NN
,for,O,IN
,VBOX,O,NNP
,",",O,","
,bochs,O,NN
,",",O,","
,qemu,O,NN
,",",O,","
,virtualbox,O,NN
,",",O,","
,and,O,CC
,vm,O,NN
,.,O,.
Sentence: 3505,RogueRobin,B-software,NNP
,uses,O,VBZ
,WMI,B-tool,NNP
,to,O,TO
,check,O,VB
,for,O,IN
,evidence,O,NN
,that,O,IN
,the,B-information,DT
,script,I-information,NN
,might,O,MD
,be,O,VB
,executing,O,VBG
,within,O,IN
,an,O,DT
,analysis,O,NN
,environment,O,NN
,.,O,.
Sentence: 3506,RogueRobin,B-software,NNP
,has,O,VBZ
,used,O,VBN
,Google,B-tool,NNP
,Drive,I-tool,NNP
,as,O,IN
,a,O,DT
,Command,O,NNP
,and,O,CC
,Control,O,NNP
,channel,O,NN
,.,O,.
Sentence: 3507,ROKRAT,B-software,NNP
,can,O,MD
,use,O,VB
,HTTP,B-tool,NNP
,and,O,CC
,HTTPS,B-tool,NNP
,for,O,IN
,command,O,NN
,and,O,CC
,control,O,NN
,communication,O,NN
,.,O,.
Sentence: 3508,ROKRAT,B-software,NNP
,has,O,VBZ
,used,O,VBN
,Visual,B-tool,NNP
,Basic,I-tool,NNP
,for,O,IN
,execution,O,NN
,.,O,.
Sentence: 3509,ROKRAT,B-software,NNP
,can,O,MD
,steal,O,VB
,credentials,B-information,NNS
,by,O,IN
,leveraging,O,VBG
,the,O,DT
,Windows,O,NNP
,Vault,O,NNP
,mechanism,O,NN
,.,O,.
Sentence: 3510,ROKRAT,B-software,NNP
,can,O,MD
,check,O,VB
,for,O,IN
,debugging,B-tool,NN
,tools,I-tool,NNS
,.,O,.
Sentence: 3511,ROKRAT,B-software,NNP
,can,O,MD
,decrypt,O,VB
,strings,B-information,NNS
,using,O,VBG
,the,B-application,DT
,victim,I-application,NN
,’s,O,NN
,hostname,B-information,NN
,as,O,IN
,the,B-file,DT
,key,I-file,NN
,.,O,.
Sentence: 3512,ROKRAT,B-software,NNP
,can,O,MD
,send,O,VB
,collected,B-file,JJ
,files,I-file,NNS
,back,O,RB
,over,O,IN
,same,O,JJ
,C2,O,NNP
,channel,O,NN
,.,O,.
Sentence: 3513,ROKRAT,B-software,NNP
,can,O,MD
,send,O,VB
,collected,B-information,VBN
,data,I-information,NNS
,to,O,TO
,cloud,B-tool,VB
,storage,I-tool,NN
,services,I-tool,NNS
,such,O,JJ
,as,O,IN
,PCloud,B-tool,NNP
,.,O,.
Sentence: 3514,ROKRAT,B-software,NNP
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,gather,O,VB
,a,O,DT
,list,O,NN
,of,O,IN
,files,B-file,NNS
,and,O,CC
,directories,B-file,NNS
,on,O,IN
,the,B-application,DT
,infected,I-application,JJ
,system,I-application,NN
,.,O,.
Sentence: 3515,ROKRAT,B-software,NNP
,can,O,MD
,modify,O,VB
,the,B-file,DT
,HKEY_CURRENT_USER\Software\Microsoft\Office\,I-file,NNP
,registry,I-file,NN
,key,I-file,NN
,so,O,IN
,it,O,PRP
,can,O,MD
,bypass,O,VB
,the,O,DT
,VB,O,NNP
,object,O,VBP
,model,O,NN
,on,O,IN
,a,B-device,DT
,compromised,I-device,JJ
,host,I-device,NN
,.,O,.
Sentence: 3516,ROKRAT,B-software,NNP
,can,O,MD
,encrypt,O,VB
,data,B-information,NNS
,prior,O,RB
,to,O,TO
,exfiltration,O,NN
,by,O,IN
,using,O,VBG
,an,B-file,DT
,RSA,I-file,NNP
,public,I-file,JJ
,key,I-file,NN
,.,O,.
Sentence: 3517,ROKRAT,B-software,NNP
,has,O,VBZ
,been,O,VBN
,delivered,O,VBN
,via,O,IN
,spearphishing,O,VBG
,emails,O,NNS
,that,O,WDT
,contain,O,VBP
,a,B-file,DT
,malicious,I-file,JJ
,Hangul,I-file,NNP
,Office,I-file,NNP
,or,O,CC
,Microsoft,B-file,NNP
,Word,I-file,NNP
,document,I-file,NN
,.,O,.
Sentence: 3518,ROKRAT,B-software,NNP
,can,O,MD
,access,O,NN
,the,B-file,DT
,HKLM\System\CurrentControlSet\Services\mssmbios\Data\SMBiosData,I-file,NNP
,Registry,I-file,NNP
,key,I-file,VBD
,to,O,TO
,obtain,O,VB
,the,O,DT
,System,O,NNP
,manufacturer,O,NN
,value,O,NN
,to,O,TO
,identify,O,VB
,the,O,DT
,machine,O,NN
,type,O,NN
,.,O,.
Sentence: 3519,ROKRAT,B-software,NNP
,can,O,MD
,gather,O,VB
,the,B-information,DT
,hostname,I-information,NN
,and,O,CC
,the,B-information,DT
,OS,I-information,NNP
,version,I-information,NN
,to,O,TO
,ensure,O,VB
,it,O,PRP
,doesn’t,O,JJ
,run,O,VBN
,on,O,IN
,a,B-application,DT
,Windows,I-application,NNP
,XP,I-application,NNP
,or,O,CC
,Windows,B-application,NNP
,Server,I-application,NNP
,2003,I-application,CD
,systems,I-application,NNS
,.,O,.
Sentence: 3520,ROKRAT,B-software,NNP
,can,O,MD
,collect,O,VB
,the,B-information,DT
,username,I-information,NN
,from,O,IN
,a,B-device,DT
,compromised,I-device,JJ
,host,I-device,NN
,.,O,.
Sentence: 3521,ROKRAT,B-software,NNP
,can,O,MD
,check,O,VB
,for,O,IN
,VMware-related,B-file,JJ
,files,I-file,NNS
,and,O,CC
,DLLs,B-file,NNP
,related,O,VBD
,to,O,TO
,sandboxes,B-device,NNS
,.,O,.
Sentence: 3522,ROKRAT,B-software,NNP
,has,O,VBZ
,used,O,VBN
,legitimate,O,JJ
,social,O,JJ
,networking,O,NN
,sites,O,NNS
,and,O,CC
,cloud,O,NN
,platforms,O,NNS
,for,O,IN
,C2,O,NNP
,communications,O,NNS
,.,O,.
Sentence: 3523,It,O,PRP
,can,O,MD
,also,O,RB
,communicate,O,VB
,by,O,IN
,using,O,VBG
,JSON,B-information,NNP
,messages,I-information,NNS
,sent,O,VBD
,through,O,IN
,Google,O,NNP
,Cloud,O,NNP
,Messaging,O,NNP
,.,O,.
Sentence: 3524,Rotexy,B-software,NNP
,procedurally,O,RB
,generates,O,VBZ
,subdomains,O,NNS
,for,O,IN
,command,O,NN
,and,O,CC
,control,O,NN
,communication,O,NN
,.,O,.
Sentence: 3525,Rotexy,B-software,NNP
,encrypts,O,VBZ
,JSON,B-information,NNP
,HTTP,I-information,NNP
,payloads,I-information,VBZ
,with,O,IN
,AES,B-tool,NNP
,.,O,.
Sentence: 3526,Rotexy,B-software,NNP
,hides,O,VBZ
,its,O,PRP$
,icon,O,NN
,after,O,IN
,first,O,JJ
,launch,O,NN
,.,O,.
Sentence: 3527,Rotexy,B-software,NNP
,can,O,MD
,use,O,VB
,phishing,O,VBG
,overlays,O,NNS
,to,O,TO
,capture,O,VB
,users,B-application,NNS
,',O,POS
,credit,B-information,NN
,card,I-information,NN
,information,I-information,NN
,.,O,.
Sentence: 3528,Starting,O,VBG
,in,O,IN
,2017,O,CD
,",",O,","
,the,B-file,DT
,Rotexy,I-file,NNP
,DEX,I-file,NNP
,file,I-file,NN
,was,O,VBD
,packed,O,VBN
,with,O,IN
,garbage,B-information,NN
,strings,I-information,NNS
,and/or,O,JJ
,operations,O,NNS
,.,O,.
Sentence: 3529,Rotexy,B-software,NNP
,can,O,MD
,automatically,O,RB
,reply,O,VB
,to,O,TO
,SMS,B-information,NNP
,messages,I-information,NNS
,",",O,","
,and,O,CC
,optionally,O,RB
,delete,O,VB
,them,O,PRP
,.,O,.
Sentence: 3530,Rotexy,B-software,NNP
,collects,O,VBZ
,information,B-information,NN
,about,O,IN
,the,B-device,DT
,compromised,I-device,JJ
,device,I-device,NN
,",",O,","
,including,O,VBG
,phone,O,NN
,number,O,NN
,",",O,","
,network,O,NN
,operator,O,NN
,",",O,","
,OS,O,NNP
,version,O,NN
,",",O,","
,device,O,NN
,model,O,NN
,",",O,","
,and,O,CC
,the,O,DT
,device,O,NN
,registration,O,NN
,country,O,NN
,.,O,.
Sentence: 3531,Rotexy,B-software,NNP
,checks,O,NNS
,if,O,IN
,it,O,PRP
,is,O,VBZ
,running,O,VBG
,in,O,IN
,an,O,DT
,analysis,O,NN
,environment,O,NN
,.,O,.
Sentence: 3532,Rover,B-software,NNP
,automatically,O,RB
,collects,O,VBZ
,files,B-file,NNS
,from,O,IN
,the,B-application,DT
,local,I-application,JJ
,system,I-application,NN
,and,O,CC
,removable,B-device,JJ
,drives,I-device,NNS
,based,O,VBN
,on,O,IN
,a,O,DT
,predefined,O,JJ
,list,O,NN
,of,O,IN
,file,O,JJ
,extensions,O,NNS
,on,O,IN
,a,O,DT
,regular,O,JJ
,timeframe,O,NN
,.,O,.
Sentence: 3533,Rover,B-software,NNP
,automatically,O,RB
,searches,O,VBZ
,for,O,IN
,files,B-file,NNS
,on,O,IN
,local,B-device,JJ
,drives,I-device,NNS
,based,O,VBN
,on,O,IN
,a,O,DT
,predefined,O,JJ
,list,O,NN
,of,O,IN
,file,O,JJ
,extensions,O,NNS
,and,O,CC
,sends,O,VBZ
,them,O,PRP
,to,O,TO
,the,O,DT
,command,O,NN
,and,O,CC
,control,O,NN
,server,O,NN
,every,O,DT
,60,O,CD
,minutes,O,NNS
,.,O,.
Sentence: 3534,Rover,B-software,NNP
,also,O,RB
,automatically,O,RB
,sends,O,VBZ
,keylogger,B-file,NN
,files,I-file,NNS
,and,O,CC
,screenshots,O,NNS
,to,O,TO
,the,B-device,DT
,C2,I-device,NNP
,server,I-device,NN
,on,O,IN
,a,O,DT
,regular,O,JJ
,timeframe,O,NN
,.,O,.
Sentence: 3535,Rover,B-software,RB
,persists,O,NNS
,by,O,IN
,creating,O,VBG
,a,B-file,DT
,Registry,I-file,NNP
,entry,I-file,NN
,in,O,IN
,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\,B-file,NNP
,.,O,.
Sentence: 3536,Rover,B-software,NNP
,searches,O,NNS
,for,O,IN
,files,B-file,NNS
,on,O,IN
,attached,B-device,JJ
,removable,I-device,JJ
,drives,I-device,NNS
,based,O,VBN
,on,O,IN
,a,O,DT
,predefined,O,JJ
,list,O,NN
,of,O,IN
,file,O,JJ
,extensions,O,NNS
,every,O,DT
,five,O,CD
,seconds,O,NNS
,.,O,.
Sentence: 3537,Rover,B-software,NNP
,automatically,O,RB
,searches,O,VBZ
,for,O,IN
,files,B-file,NNS
,on,O,IN
,local,B-device,JJ
,drives,I-device,NNS
,based,O,VBN
,on,O,IN
,a,O,DT
,predefined,O,JJ
,list,O,NN
,of,O,IN
,file,O,JJ
,extensions,O,NNS
,.,O,.
Sentence: 3538,Rover,B-software,NNP
,has,O,VBZ
,keylogging,B-tool,VBG
,functionality,I-tool,NN
,.,O,.
Sentence: 3539,Rover,B-software,NNP
,takes,O,VBZ
,screenshots,O,NNS
,of,O,IN
,the,B-application,DT
,compromised,I-application,JJ
,system,I-application,NN
,’s,O,NNP
,desktop,B-device,NN
,and,O,CC
,saves,O,VBZ
,them,O,PRP
,to,O,TO
,C:\system\screenshot.bmp,B-file,NNP
,for,O,IN
,exfiltration,O,NN
,every,O,DT
,60,O,CD
,minutes,O,NNS
,.,O,.
Sentence: 3540,RTM,B-software,NNP
,can,O,MD
,attempt,O,VB
,to,O,TO
,run,O,VB
,the,B-tool,DT
,program,I-tool,NN
,as,O,IN
,admin,O,NN
,.,O,.
Sentence: 3541,RTM,B-software,NNP
,tries,O,VBZ
,to,O,TO
,add,O,VB
,a,B-file,DT
,Registry,I-file,NNP
,Run,I-file,NNP
,key,I-file,NN
,under,O,IN
,the,O,DT
,name,O,NN
,"""Windows",O,VBZ
,"Update""",O,NNP
,to,O,TO
,establish,O,VB
,persistence,O,NN
,.,O,.
Sentence: 3542,RTM,B-software,NNP
,uses,O,VBZ
,the,B-tool,DT
,command,I-tool,NN
,line,I-tool,NN
,and,O,CC
,rundll32.exe,B-tool,NN
,to,O,TO
,execute,O,VB
,.,O,.
Sentence: 3543,RTM,B-software,NNP
,has,O,VBZ
,resolved,O,VBN
,Pony,O,NNP
,C2,O,NNP
,server,O,NN
,IP,O,NNP
,addresses,O,VBZ
,by,O,IN
,either,O,DT
,converting,O,VBG
,Bitcoin,B-information,NNP
,blockchain,I-information,JJ
,transaction,I-information,NN
,data,I-information,NNS
,to,O,TO
,specific,O,JJ
,octets,O,NNS
,",",O,","
,or,O,CC
,accessing,O,VBG
,IP,O,NNP
,addresses,O,VBZ
,directly,O,RB
,within,O,IN
,the,O,DT
,Namecoin,O,NNP
,blockchain,O,NN
,.,O,.
Sentence: 3544,RTM,B-software,NNP
,can,O,MD
,check,O,VB
,for,O,IN
,specific,B-file,JJ
,files,I-file,NNS
,and,O,CC
,directories,B-file,NNS
,associated,O,VBN
,with,O,IN
,virtualization,O,NN
,and,O,CC
,malware,O,NN
,analysis,O,NN
,.,O,.
Sentence: 3545,RTM,B-software,NNP
,can,O,MD
,delete,O,VB
,all,B-file,DT
,files,I-file,NNS
,created,O,VBN
,during,O,IN
,its,O,PRP$
,execution,O,NN
,.,O,.
Sentence: 3546,RTM,B-software,NNP
,can,O,MD
,use,O,VB
,the,B-tool,DT
,FindNextUrlCacheEntryA,I-tool,NNP
,and,O,CC
,FindFirstUrlCacheEntryA,B-tool,NNP
,functions,I-tool,NNS
,to,O,TO
,search,O,VB
,for,O,IN
,specific,B-information,JJ
,strings,I-information,NNS
,within,O,IN
,browser,O,JJR
,history,O,NN
,.,O,.
Sentence: 3547,RTM,B-software,NNP
,can,O,MD
,obtain,O,VB
,a,O,DT
,list,O,NN
,of,O,IN
,smart,O,JJ
,card,O,NN
,readers,O,NNS
,attached,O,VBD
,to,O,TO
,the,B-application,DT
,victim,I-application,NN
,.,O,.
Sentence: 3548,RTM,B-software,NNP
,tries,O,VBZ
,to,O,TO
,add,O,VB
,a,B-tool,DT
,scheduled,I-tool,JJ
,task,I-tool,NN
,to,O,TO
,establish,O,VB
,persistence,O,NN
,.,O,.
Sentence: 3549,RTM,B-software,NNP
,can,O,MD
,scan,O,VB
,victim,B-device,NN
,drives,I-device,NNS
,to,O,TO
,look,O,VB
,for,O,IN
,specific,B-software,JJ
,banking,I-software,NN
,software,I-software,NN
,on,O,IN
,the,B-device,DT
,machine,I-device,NN
,to,O,TO
,determine,O,VB
,next,O,JJ
,actions,O,NNS
,.,O,.
Sentence: 3550,RTM,B-software,NNP
,can,O,MD
,obtain,O,VB
,information,B-information,NN
,about,O,IN
,security,B-software,NN
,software,I-software,NN
,on,O,IN
,the,B-application,DT
,victim,I-application,NN
,.,O,.
Sentence: 3551,RTM,B-software,NNP
,can,O,MD
,obtain,O,VB
,the,O,DT
,victim,O,NN
,username,O,NN
,and,O,CC
,permissions,O,NNS
,.,O,.
Sentence: 3552,RTM,B-software,NNP
,can,O,MD
,obtain,O,VB
,the,O,DT
,victim,O,NN
,time,O,NN
,zone,O,NN
,.,O,.
Sentence: 3553,RTM,B-software,NNP
,can,O,MD
,detect,O,VB
,if,O,IN
,it,O,PRP
,is,O,VBZ
,running,O,VBG
,within,O,IN
,a,B-device,DT
,sandbox,I-device,NN
,or,O,CC
,other,O,JJ
,virtualized,O,JJ
,analysis,O,NN
,environment,O,NN
,.,O,.
Sentence: 3554,Ruler,B-software,NN
,can,O,MD
,be,O,VB
,used,O,VBN
,to,O,TO
,automate,O,VB
,the,O,DT
,abuse,O,NN
,of,O,IN
,Outlook,O,NNP
,Forms,O,NNP
,to,O,TO
,establish,O,VB
,persistence,O,NN
,.,O,.
Sentence: 3555,Ruler,B-software,NN
,can,O,MD
,be,O,VB
,used,O,VBN
,to,O,TO
,automate,O,VB
,the,O,DT
,abuse,O,NN
,of,O,IN
,Outlook,B-application,NNP
,Home,I-application,NNP
,Pages,I-application,NNP
,to,O,TO
,establish,O,VB
,persistence,O,NN
,.,O,.
Sentence: 3556,RuMMS,B-software,NNP
,gathers,O,VBZ
,the,B-information,DT
,device,I-information,NN
,phone,I-information,NN
,number,I-information,NN
,and,O,CC
,IMEI,B-information,NNP
,and,O,CC
,transmits,O,VBZ
,them,O,PRP
,to,O,TO
,a,O,DT
,command,O,NN
,and,O,CC
,control,O,NN
,server,O,NN
,.,O,.
Sentence: 3557,RunningRAT,B-software,NNP
,contains,O,VBZ
,code,B-information,NN
,to,O,TO
,compress,O,VB
,files,B-file,NNS
,.,O,.
Sentence: 3558,RunningRAT,B-software,NNP
,adds,O,VBZ
,itself,O,PRP
,to,O,TO
,the,B-file,DT
,Registry,I-file,NNP
,key,I-file,JJ
,Software\Microsoft\Windows\CurrentVersion\Run,I-file,NNP
,to,O,TO
,establish,O,VB
,persistence,O,NN
,upon,O,IN
,reboot,O,NN
,.,O,.
Sentence: 3559,RunningRAT,B-software,NNP
,uses,O,VBZ
,a,B-file,DT
,batch,I-file,NN
,file,I-file,NN
,to,O,TO
,kill,O,VB
,a,B-tool,DT
,security,I-tool,NN
,program,I-tool,NN
,task,I-tool,NN
,and,O,CC
,then,O,RB
,attempts,O,NNS
,to,O,TO
,remove,O,VB
,itself,O,PRP
,.,O,.
Sentence: 3560,RunningRAT,B-software,NNP
,kills,O,NNS
,antimalware,B-tool,VBP
,running,I-tool,VBG
,process,I-tool,NN
,.,O,.
Sentence: 3561,RunningRAT,B-software,NNP
,contains,O,VBZ
,code,B-information,NN
,to,O,TO
,clear,O,JJ
,event,O,NN
,logs,O,NNS
,.,O,.
Sentence: 3562,RunningRAT,B-software,NNP
,captures,O,VBZ
,keystrokes,B-information,NNS
,and,O,CC
,sends,O,VBZ
,them,O,PRP
,back,O,RB
,to,O,TO
,the,B-device,DT
,C2,I-device,NNP
,server,I-device,NN
,.,O,.
Sentence: 3563,Ryuk,B-software,NNP
,has,O,VBZ
,attempted,O,VBN
,to,O,TO
,adjust,O,VB
,its,O,PRP$
,token,O,JJ
,privileges,O,NNS
,to,O,TO
,have,O,VB
,the,O,DT
,SeDebugPrivilege,O,NNP
,.,O,.
Sentence: 3564,Ryuk,B-software,NNP
,has,O,VBZ
,used,O,VBN
,the,B-tool,DT
,Windows,I-tool,NNP
,command,I-tool,NN
,line,I-tool,NN
,to,O,TO
,create,O,VB
,a,B-file,DT
,Registry,I-file,NNP
,entry,I-file,NN
,under,O,IN
,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,B-file,NNP
,to,O,TO
,establish,O,VB
,persistence,O,NN
,.,O,.
Sentence: 3565,Ryuk,B-software,NNP
,has,O,VBZ
,used,O,VBN
,cmd.exe,B-tool,NNS
,to,O,TO
,create,O,VB
,a,B-file,DT
,Registry,I-file,NNP
,entry,I-file,NN
,to,O,TO
,establish,O,VB
,persistence,O,NN
,.,O,.
Sentence: 3566,Ryuk,B-software,NNP
,has,O,VBZ
,used,O,VBN
,a,O,DT
,combination,O,NN
,of,O,IN
